,oscillator,ID,jacobian
374,True,8270523245916032698,"[   52.09999762    -3.90331705     0.           352.55739274
  -304.08694982  -129.76415071 -1068.34422668     0.
   -60.41020927]"
375,True,1020307883733957840,"[ -38.69010264   28.54484728  411.04182916    0.          -18.1414339
    5.91564203   38.69010264    7.73802053 -411.04182916]"
376,True,171206348801634558,"[-248.31546988   54.18798098   28.16061926  -38.30103142  -70.75175041
   99.22034485  119.57552027   70.75175041  -60.2775516 ]"
377,True,2564860432652330858,"[-162.39669422    1.42488422  312.80248776  151.49389516   -1.42488422
   17.62425736 -147.71551718   65.80683806 -348.05100248]"
378,True,5946260007924537285,"[-165.59626914  740.44417477  -15.68851174  161.35894666 -740.44417477
   17.92877185 -113.80499364    0.           48.43626761]"
379,True,8558008484548540619,"[-1.23047365e+01  1.39616491e+01  0.00000000e+00  0.00000000e+00
 -1.11692518e+02  2.95100124e+04 -2.49250963e+01  1.77108515e+02
 -2.95155162e+04]"
380,True,481812618289575509,"[-12.52046245   0.           4.90910458  12.52046245  -8.65108309
   0.          12.52046245 -65.42669684 107.32011341]"
381,True,8103988693279711385,"[-739.09562745   21.88073886  144.60299569    0.          -14.79268585
   10.34501937  700.57246328    0.          -66.00683825]"
382,True,2595132647340387035,"[  -7.64197838    0.39067784    0.           -1.95338922 -171.54585175
  -43.9354063     9.5953676     0.          -35.33610432]"
383,True,1608387328358423701,"[-24.55760925  -2.18184089   0.           0.         -11.29114864
  10.89286914   4.79279662   0.         -21.78573827]"
384,True,314053743244716348,"[  -59.71306113    18.58320082   559.91042435  -104.59299274
   420.30018751   248.61212149   -32.79311677  -451.80700955
 -1396.9676626 ]"
385,True,6766695942468910180,"[  89.95169047    7.7895546    11.12224339   -6.28588452 -219.9653029
   41.57284372 -100.10019054  214.64872597  108.12704881]"
386,True,7426725900041883120,"[-307.06308667   15.38002153  -28.2763312   239.46347726  -15.38002153
  130.14850201 -436.69879525   53.61319885 -103.53165236]"
387,True,8936931470179698510,"[ -47.82750896   -3.4264493   714.58553729   13.56301592   43.7276456
    0.           17.13224652    3.4264493  -681.71529314]"
388,True,6083495747281633340,"[-273.92894039   27.20595477   30.42734474    0.           -9.39968009
    2.54047242   89.11421108  -54.76922054   46.25572193]"
389,True,6017042213381115356,"[-6.84840373e+02  3.54600900e+02 -5.32031769e+01  2.06011781e+02
 -2.59879001e+02  3.16243301e-02  0.00000000e+00  2.39702125e+01
 -2.53367889e+01]"
390,True,8538596890247022072,"[-207.32848299  433.25177982  220.8069995   103.70061742 -433.25177982
 -194.6496265   206.45358795 -429.80056308 -243.82990287]"
391,True,3140909029623592713,"[-1178.59873488    53.0972974   -118.63933917   956.90937014
   -82.65821415   118.63933917  -933.66145058    -9.27358284
   -59.3616079 ]"
392,True,1330017198970401647,"[-128.63124124  193.44062454  -13.2352579     9.51392015 -101.44424893
    9.61542398    0.            9.44787332   -9.61542398]"
393,True,4077379957431834338,"[ 5.62323272e+00  0.00000000e+00 -7.95521224e-02 -2.63347080e+02
  2.45768349e+01  3.74675429e+00  0.00000000e+00 -3.41836274e+02
 -1.33150822e+02]"
394,True,471841147012142602,"[-1.01173942e+02 -9.10964732e-01  8.85361495e+02  0.00000000e+00
 -1.63897240e+01  1.70959940e+01  1.49383530e+02 -8.16429369e+01
 -9.40330176e+02]"
395,True,3379479155746655282,"[-633.31719026   -9.42884559  -47.84370973  817.10747654  -23.95055626
   90.78971962 -745.4538897     0.          -61.70764087]"
396,True,1396109753211405284,"[-364.44031773   43.07841952  -36.52510878  146.856939    -43.07841952
   45.34547865 -700.40031788   43.07841952  -26.89790056]"
397,True,8096182276755126451,"[ 38.89934917  27.44271659  16.89782973   0.         -16.82468987
  16.89782973   0.94036942   0.         -16.89782973]"
398,True,4211490375761737250,"[ -27.66024366    6.02626089    0.          -80.50687395  -16.10137479
   91.39138685  -67.38966283  152.80667894 -110.89769579]"
399,True,5663728410532704960,"[ -19.33763471    0.           32.49388409  271.16751564 -496.73796258
 -108.38319094 -251.82988093  496.73796258  177.10950087]"
400,True,6554917930701186104,"[-1115.18003793  -230.73409371    27.35449953  -847.95184718
  -169.59036944     9.5376755   1039.12255885   200.16223157
    -6.51410731]"
401,True,1909515068457583562,"[-138.1843141    98.89969133   35.67422063  138.1843141  -207.96404967
  -80.83020509 -138.1843141   222.72401401   55.31618844]"
402,True,4436693393691447825,"[  -62.04423982  1241.13113045   -10.92842187   108.14218686
 -1241.13113045    18.23299108     9.78639002     0.
    -7.30456921]"
403,True,8335161920886542538,"[-233.12733148   16.89697983    2.98805606  539.47787177 -119.65378543
   59.94198575 -501.80900742  122.01026608  -88.71560531]"
404,True,1736175905835916858,"[-173.7495182   349.88640561  476.80927587    0.           -7.39186914
    2.52056415  118.45140248 -353.55415961 -337.87440879]"
405,True,6264510932615746468,"[  -85.6408376     11.54104964   484.46683025     8.78119981
   -11.54104964     0.           317.75753431  -200.71032338
 -1086.85108995]"
406,True,7580174356776535656,"[-160.51099969   42.72822555   -0.85627776  105.92560592  -40.83498109
   10.55265828 -238.53671047    0.           47.89777339]"
407,True,7931607168755484267,"[-339.34025182   26.19048192  -31.12511792  303.43385276  -26.19048192
   36.30462714 -267.52745371  -16.48935848  -12.54653148]"
408,True,2556893152208497847,"[ -73.76144723   -3.40661329  507.17284841    0.          -11.34567616
    4.87295841   73.76144723   66.98658241 -507.17284841]"
409,True,7284519411717837803,"[-376.64658404  160.84591907   14.31673398   92.11712508  -61.24980538
  -32.89932673    0.            2.03101726   -7.30982745]"
410,True,8163819798257670246,"[-15.60624767 -11.8499752  -28.0466358   69.78172118 -33.37668798
 249.18754487 -11.17512002   0.         -21.22076072]"
411,True,9186092261092642273,"[ -56.60604767  147.04819054    1.17841736   16.21235909 -106.87338521
  -50.9581837     0.            4.94876559   -5.66660498]"
412,True,8983397477061892145,"[  -8.46563269    3.39587996    0.          -97.96460799 -699.75543781
  140.79426567 -378.33602508  298.85658908  -42.97796198]"
413,True,8972836391661843180,"[-452.60701155    0.          -42.2845453   503.8485745   -33.08160174
   55.77000925 -501.93008323   33.08160174  -69.25547319]"
414,True,4396980906634252750,"[-142.8429977    91.63531934   63.03448078  109.1337303  -106.45455151
  -43.87218325   79.45966747  -42.84509609  -32.03573792]"
415,True,7982015576307876915,"[-41.72386986   2.66688892  10.49374907  71.08080409 -11.45682038
 -38.1604779    6.18346781   0.         -10.49374907]"
416,True,958614657348477578,"[ -7.23830672  32.20421164   0.           0.         -32.20421164
   4.3094031   -5.23943125  32.20421164  90.80720249]"
417,True,27422292331853637,"[ -38.02100421  471.91138713  238.92779909   62.44670022 -382.81370207
 -238.92779909    6.7976541  -430.07003836 -238.92779909]"
418,True,5750539537159437623,"[-19.21343829 -11.46241659   0.         -89.30241093 -24.25854779
  33.68978359  89.30241093 -60.28558562 -46.968963  ]"
419,True,7052134267434077447,"[ -80.78120683   43.62676611   21.08424235   59.49196152  -43.62676611
  -17.41870046   42.57849062 -178.26629017  -43.31513019]"
420,True,2589451640403239527,"[ -17.5399833     1.3614594     0.           17.5399833   -32.77976623
   22.98551302 -892.51731636   62.83661367 -101.87384407]"
421,True,7976231060579558765,"[-101.69980915  565.38295499  284.03345602   69.20691325 -565.38295499
 -281.86061706   32.4928959  -470.08532704 -270.37312806]"
422,True,5406626888657020893,"[ -15.60358341   11.59014528    0.          -61.97096525  412.23150986
  223.60978167   65.97545324 -390.10341395 -226.70217191]"
423,True,7618991168395592829,"[-200.10904308  -10.34971772  880.60011943    0.          -14.43681044
   30.04657715    3.99235009    0.          -30.04657715]"
424,True,756994004351203403,"[  -15.26685936    78.48424915     0.             0.
   -78.48424915  1075.92372867  -409.75011387   405.20086262
 -2199.07156548]"
425,True,531624244930584251,"[ -72.29743926    0.          712.8488119   120.75946963  -48.2577665
  -21.85328205  229.29931078 -129.04323863 -789.49608827]"
426,True,4072035879170868136,"[ -24.48087622   -4.89617524  241.98888141  -17.56487343  239.17706646
  144.32890734   59.67022295 -247.85798863 -265.32334805]"
427,True,8446024551136573472,"[-509.35578076   68.80746333  -11.69087438  505.36270882 -166.09181248
  -21.47064894 -501.36963687  166.09181248  -22.98988877]"
428,True,6824042834621556988,"[-134.44166795    5.84607671  365.69543395    0.          -12.94812526
   35.02617989   17.09539943    0.          -88.43945764]"
429,True,4759034013339821869,"[ 72.39697127  18.86567406   0.           0.         -25.83879997
  14.3547798   17.21761176 -55.03044131 -44.9272472 ]"
430,True,6656855039737778788,"[-158.96244646  -26.30494223   48.61603432 -361.04840612    9.54802628
   14.63822578  131.52471113   26.30494223  -37.02812668]"
431,True,3645209397018910646,"[ -61.33102996  630.5168931   355.57878655   13.69616805 -405.63898409
 -225.35499116   95.26972382 -630.5168931  -350.28716283]"
432,True,2589094495923141144,"[-216.72976682   -2.08392345  250.16702321    0.          -10.89305105
   10.61979821  135.28132785    0.         -125.0835116 ]"
433,True,6864005225031507315,"[-39.942756     5.39485791   0.          39.942756    67.67885312
  -4.30939097  12.22913764   0.          -6.14356396]"
434,True,8886068599505906827,"[ -25.37332087    5.23459452   -2.44644298  -48.53625018   -9.70725004
   22.67298397 -412.1444847     0.           23.76873479]"
435,True,763015180680886741,"[-267.83799145  -22.70734904  170.62172666 -266.31716277  -44.46700919
   31.1851815   266.69589739   53.33917948 -344.36647442]"
436,True,5633488517098975515,"[-165.19167071   17.15595295   83.64279453  -43.22300856  -11.6411677
   30.73831403  124.53544999  -30.42187525  -44.37699856]"
437,True,6170701556299055942,"[ -17.20873687    2.00587772    0.           34.41747373  -63.79148918
  578.88438253 -249.0117077   127.58297836 -606.55235005]"
438,True,2231172057621322510,"[ -10.50805863    0.            3.3948579   -79.64348838 -359.28818323
  219.66681573  -24.30630594  170.62893691   -4.39812961]"
439,True,7358016348567824202,"[  72.77990653   50.29376066   -8.66049171   47.10499748 -205.66453161
   25.84158421   23.42955512    0.           -8.59054625]"
440,True,1083184084635757399,"[-236.54700912  -58.91394534   52.81563983 -161.59768619 -350.0353311
   83.95058913  171.65636053  191.68036788  -94.7909344 ]"
441,True,487960869473169421,"[-241.69409309  114.83928771   -4.13274742  192.25744914 -114.83928771
    8.48136462 -142.82080518    0.           24.14039543]"
442,True,2607783565169287462,"[-7.36297971e+01  2.88307730e+01 -1.16421333e-01  0.00000000e+00
 -2.88307730e+01  1.34740213e+01 -2.06694484e+02  2.88307730e+01
  4.22302843e+01]"
443,True,701295888697363337,"[-57.08604818   8.60776637  42.11886105  57.08604818 -29.99743961
 -53.95870603   9.12853833   0.         -18.66838431]"
444,True,159645430930954619,"[ -64.26142701  -19.86458605   21.06368092  -99.32293024  -52.94696464
  156.48298353  102.24904455   19.86458605 -147.72249894]"
445,True,2927842091342730629,"[ 50.35260529   1.65495414  31.23550129   0.          -8.37518215
   8.74215203   0.07575595   8.37518215 -31.23550129]"
446,True,2093032136849816841,"[ -241.21707095     0.           909.56484522    24.2892584
   -11.35889945     0.           458.14488351  -186.70202736
 -1019.59869345]"
447,True,6143337768710432098,"[  -15.64345079     0.            17.36244174   -51.96680685
   -13.52205153  1125.34980804   -90.67991822    86.60136651
 -1151.61882623]"
448,True,1939852623993648443,"[  -12.95285729    71.43339635  1074.04941914    19.79369888
  -298.61264161  -159.23896426    32.07396069   -75.39213613
 -2106.21431822]"
449,True,5048517720261930299,"[-598.9009386    61.04749703  -59.82798941  322.6593513   -65.3197844
   59.82798941 -522.9143631     0.          -24.57528503]"
450,True,2903855389446681650,"[  79.10514975  596.03544263  306.257827   -110.16691796 -596.03544263
 -294.3333891    58.60446285 -562.98498118 -306.257827  ]"
451,True,4286577786682647612,"[ -70.153454     38.3824137     8.79757451   96.37792098 -229.16180351
 -109.05926275  -96.37792098  247.43401401   89.55303035]"
452,True,7127229714174556748,"[-134.36932968   -3.96875403  254.3963004   -16.01830409  -10.77958374
   61.44805131   76.64594491    0.         -157.92217585]"
453,True,5958388347884435044,"[ -122.09711071    11.50919513  1274.37325095     0.
   -11.50919513   140.28515296   244.19422142  -236.95215538
 -1546.29849024]"
454,True,2388490459284486344,"[ -67.37335078  546.08844073  296.97310636   10.73057738 -634.38270363
 -300.79331372   19.68826618 -546.08844073 -305.97162043]"
455,True,98362187783944610,"[-146.15289381  903.12691937  545.84252525  138.3351809  -952.74378665
 -495.55233896   35.56459163 -715.6006665  -446.5262844 ]"
456,True,1480007804798224904,"[  -34.3275365    925.82157727    49.60620207   137.64842529
 -1291.45542115  -165.09464223     0.            11.01798997
    -7.33411796]"
457,True,3878504586972394811,"[ -70.46482435  -25.49203144    0.         -111.05536897 -192.82926014
   58.51211258  127.46015721   25.49203144  -58.51211258]"
458,True,2250133850961979692,"[ 5.31374914e+01 -4.81867719e+00  3.03905043e+03  1.76199383e+01
 -7.00872666e+00  1.95777093e+00  6.47344760e+00 -4.02034927e+02
 -6.30998214e+03]"
459,True,3852507974710301072,"[ -81.72897033  328.66795586   19.34171561  166.26113929 -515.78134693
 -103.95188393    5.06794442    0.          -19.34171561]"
460,True,4394607733806253623,"[-184.81955516  114.80440165  193.52266113   11.81359178  -12.44882028
    0.          146.79163072 -140.52068951 -133.65930337]"
461,True,1869697787272118798,"[   -2.4651387     -7.74878559    42.02373432  -151.31338445
   -87.96208653  1266.98150721   162.50439003    66.53949321
 -1319.30363186]"
462,True,83416332422017186,"[-214.87782222  179.65305463  130.0067232   209.4895998  -329.12150334
 -121.10200535   23.2250472  -113.28606746  -49.09845005]"
463,True,3333958735233379039,"[  54.1510641     0.           10.25701562   89.48200995  -24.09801866
  154.90615271 -474.16318486   24.09801866 -137.87765756]"
464,True,5442414902919708064,"[ -93.37924433  463.26236229  258.24367508   88.83914206 -394.90366698
 -228.78998525   34.32091449 -463.26236229 -287.69736491]"
465,True,3732832323720519845,"[-478.06514669    0.          -59.79541567  538.15874104  -35.7990742
   59.79541567 -517.31682191   35.7990742  -815.41353422]"
466,True,3050577672919659098,"[-464.10609954  -17.52858673  289.39582154    0.           -9.0543511
    1.31347441  376.46316588  -29.15331421 -159.14856555]"
467,True,9221947973627683826,"[  11.70432726   -6.50026674   35.85464899 -122.70566316  -26.14048084
  382.89216257  138.69914522   26.14048084 -418.74681156]"
468,True,8148751771136383613,"[ -52.58738639   40.12726314  -12.43670005   29.63197543  -76.06847067
   33.9161188  -145.61352992   88.8133673   -19.92186216]"
469,True,3150837751900100621,"[  -11.16365489     0.             9.01934243   -13.2656572
    -4.88586242  2846.34184493  -539.63690794   143.30266108
 -2906.30150137]"
470,True,6715277935629791528,"[-348.05001428  -61.99795651   40.01136737 -271.92955082   -4.52443693
    0.          309.98978255   69.63311884  -40.01136737]"
471,True,1248515720821688385,"[-80.35143407  33.30019566  18.5001087    0.           9.93498711
  17.13622506 112.07427166 -33.30019566 -54.13644246]"
472,True,687881721515741914,"[-241.54030064   19.68172218   36.25691671 -267.2022187  -132.69051176
   78.51914929  271.2567003    -3.9622905  -154.43737277]"
473,True,2237868548559739521,"[-211.39520012  -21.98953055  385.9137432    43.05466392  -13.83345282
    0.          236.62794623   27.66690564 -192.9568716 ]"
474,True,8415228456045467228,"[-154.1879862   111.27010057   94.29024163    0.          -10.08132173
    1.4599013    99.31542317 -101.18877884  -27.65921168]"
475,True,6525693334733909704,"[136.09848145  28.83617645   5.25478026 -82.59936626 -68.89002185
 -21.3540918   13.96087084   0.          -6.15282479]"
476,True,4864591875599614962,"[ -35.02801209  172.9181403     0.            0.          -48.89774256
  -55.91399909   35.02801209 -298.00937921 -165.56076623]"
477,True,6503383481152998480,"[ -105.33680101  1174.10984176   -11.704089     197.80166324
 -1258.03994049     8.01727763     0.            59.04367364
   -10.13898034]"
478,True,7477596190536380541,"[-327.9541324    65.62448122   51.88171204   66.3616134   -84.97053766
    7.3735126   -66.3616134   126.105909    -53.51907681]"
479,True,5715973631717670380,"[-2.10685353e+01  2.50208827e+00  0.00000000e+00  0.00000000e+00
 -7.28528914e+01  1.22067886e+04 -2.77856967e+02  1.41550529e+02
 -1.22400026e+04]"
480,True,8964078354983157880,"[-681.37319003   38.35443016  -28.81995776  656.73302621  -38.35443016
   76.26646586  -73.68259133   18.77827443  -42.7057944 ]"
481,True,8582138856445912078,"[ 32.1528352    0.          22.82081385   1.55555692  -4.9614688
   0.           0.           4.9614688  -14.27245049]"
482,True,5573847188517752710,"[-844.28935581   32.01266715  -80.79459192 1207.61489682  -81.35021872
  161.58918385 -610.01329884    0.          -46.19685792]"
483,True,1358186843911875830,"[-378.91238923  414.88519345  272.56478725   20.01489406  -34.30607
    0.          336.13713126 -380.88992933 -238.04984455]"
484,True,1267583518753879127,"[ -367.17267483     0.           833.17227854   416.82706682
   -74.43758875   924.72182766  -411.97297106    74.43758875
 -1803.66888076]"
485,True,793485519778235114,"[-862.43200163   35.36979099  -41.22539425  105.97667987  -86.53059897
  -23.27624386  -46.3178451    51.16080798  -28.10278106]"
486,True,4066673871430549946,"[ -64.72733605   68.44463468   41.21558132   58.96160807  -90.06474481
  -37.53203379   55.85759746 -184.28348251  -48.320098  ]"
487,True,8837888622921201765,"[ -13.39834879    8.99220874    0.            0.          -86.1239355
  636.31022805 -229.56793733  172.24787101 -663.30648206]"
488,True,7038544466045266968,"[-112.66809996   10.23651816  -10.99006312  107.86845803  -33.22255861
   31.29191657 -429.18286835  -24.04679574   -5.74315284]"
489,True,8811650568184404197,"[ -13.45997188    0.           77.77844263 -134.81741983 -125.18608265
  476.29732832    0.           92.83860993  -77.77844263]"
490,True,3167620033262072679,"[-190.90609704  -18.44612871   95.80925016 -106.50830789  -23.20498091
   -6.27517321  148.70720247   29.74144049  -89.53407695]"
491,True,7588251612160517026,"[-160.5702527   782.68556375  436.71086285  -16.96994686 -762.51833205
 -248.25875866  160.5702527  -719.38466934 -495.76975138]"
492,True,1547182409289219112,"[-2.37962662e+02 -1.95930915e-01  1.67878976e+02  0.00000000e+00
 -1.66703230e+01  2.74685839e+01  1.74209870e+02  0.00000000e+00
 -9.02819514e+01]"
493,True,8717214009455809668,"[ -69.84128561    0.           30.70654727  -37.99298511 -987.49966993
   50.36408507   17.49232602  484.60310965  -40.53531617]"
494,True,5793971771975090273,"[-631.85677755  -93.95000738   -1.40563332 -656.26059236 -173.61450953
   70.95042489  661.57938353  133.78225845  -70.95042489]"
495,True,2268186367008656700,"[ -30.64848657  880.58935006  482.64283069   15.32424329 -484.14366309
 -298.15654591   15.32424329 -434.37854763 -243.47561819]"
496,True,6832318961950682164,"[-112.38128896   -9.02210159  111.37369005    6.12320625   -6.67158076
    0.           33.91287721 -115.79247328  -68.03558558]"
497,True,3699392741818597811,"[-709.12540502 -108.03410831   34.83828538 -313.34936799 -396.25248112
   31.75896903  734.54780919  159.38176295    4.51226112]"
498,True,8571764939075556970,"[ -59.46622245  259.18873497  150.6010997    13.96568408 -145.03142237
  -47.05753744    0.         -235.60382963  -98.34636601]"
499,True,1494579034075145674,"[-40.90669787  -0.27520151  60.29705059 -35.80509775 -26.97773363
  60.29705059  30.1607435    0.         -39.89129351]"
500,True,775386280643901017,"[-233.85833108  125.02114585   52.2827415    14.23982383  -64.13674891
  -62.22758642    7.91459522    0.           -7.22860572]"
501,True,6412334084138929554,"[-379.60142601  112.21050983   27.77739575   73.30340803  -91.80176552
  -18.2475115   399.97939127 -112.21050983  -49.82322606]"
502,True,856067597583193427,"[-199.58003884   71.97591956    0.57311025   20.28385212 -173.08873223
  -96.16040679 -438.94266702  173.08873223   47.38899935]"
503,True,774336266336860000,"[-665.78664207  209.45040121  127.88162286    0.          -15.65542252
    4.24569632  565.49908154 -213.8524908  -101.72877323]"
504,True,511792690268804678,"[-165.9089355   193.94693234   -6.60584384    4.85900577  -82.48136965
   11.28859279    0.            5.76237491  -11.28859279]"
505,True,2289321795159279707,"[-290.95708622  -50.72022014   91.85770878 -178.88912961   -9.23628735
   53.86049458  253.60110068   67.6688777   -99.78934897]"
506,True,93964092277728712,"[ -10.25493291   -2.77109726   -7.11531645  759.74797121  -13.34188225
   84.41644125 -695.71012317   26.6837645  -671.51672622]"
507,True,7877455262610711549,"[-15.31764542  60.66782216   0.           0.         -60.66782216
  39.34471692 -91.38039441 494.7411586  -52.90201528]"
508,True,2962996485578490934,"[  -19.02151402    44.54497464    11.03634498    49.91141963
 -1104.52955626  -233.25651572   -30.88990562   800.566906
   264.17463188]"
509,True,2907280162423753862,"[  500.65406196    22.61835552   437.84217987    33.86444425
   -63.25591939   921.54470197  -733.88993099    46.4903059
 -1970.82255718]"
510,True,6592921769517966237,"[ -49.42310721   -1.03259005    1.53081335 -190.1154308   -16.51151572
   18.39948103    0.          -21.51157044   -2.7164936 ]"
511,True,5482467156893699625,"[-2.19966825e+01  2.59995131e-01  3.86642301e+02  3.00594891e+01
  5.01921684e+01  0.00000000e+00  2.12561424e+01 -1.43304089e+02
 -8.55259779e+02]"
512,True,3598021408611574294,"[  -20.64242905    -4.12848581   509.63647194     0.
    12.30934338    16.12389972   103.46733536  -131.38137344
 -1103.84157465]"
513,True,3830212283314839175,"[-292.57467247  561.23853461  276.26988148    0.           -9.61423301
    5.84634476  284.40659241 -542.01006858 -239.3948839 ]"
514,True,1316538449674389570,"[-250.34316551  -18.35349493   -1.4278967  -468.31092681 -109.74051683
    1.55903435   24.95925845   36.70698986  -33.81114571]"
515,True,8180873827186137344,"[-366.73045975   26.10441917  -38.96601694  366.73045975  -65.31533951
  117.84067755 -474.47793633   39.21092034  -66.47352447]"
516,True,379296829266360239,"[ 30.20049217  10.82305241  30.27469204   0.         -15.00032742
  12.85189161   1.46543815   0.         -30.27469204]"
517,True,7123701181124524854,"[-382.25021923  137.75329823   42.96847024   94.87602356  -81.45775604
  -15.6096814    13.73755854    0.          -15.94386494]"
518,True,3232724242319544247,"[ -82.42294469   46.37636892   11.52655993   29.94394898  -39.52412178
   -3.80680397  134.9019404  -134.32645245  -42.56402401]"
519,True,8832952883600202400,"[ 18.68896156   4.66337109   0.          -1.20428439 -16.37478739
  32.35205765   8.93991332   1.78798266 -32.35205765]"
520,True,4756676537340701172,"[-370.68152069    9.94422818   22.88691477  367.4647344   -15.13735593
   44.18375657 -384.67098974   57.25562101  -63.54237253]"
521,True,4947958518430594153,"[-120.34281791  -22.51037816   43.61300118 -108.65642724  -16.67509523
   18.36076795  112.55189079  -10.53900416  -18.36076795]"
522,True,7807605069690213323,"[-352.95693455   59.93391509  -43.71255906  805.02655138  -90.75636187
   89.4473946  -403.31161644   43.0315865   -45.73483554]"
523,True,6005227186056314437,"[ -51.61917471  192.02361058  106.67978366   27.80641104 -286.49286433
 -173.00688253   75.43193838 -377.63637806 -391.24701717]"
524,True,4777259494030179705,"[-160.74704199   -5.98837727   20.88680228 -606.77099013  -61.45022387
    8.37980405   59.88377269   11.97675454  -20.88680228]"
525,True,8939883890509940427,"[-76.12888868  11.9419351  -13.93860758   8.08357597 -15.52322818
   0.         -17.79518355  15.52322818 -66.91584786]"
526,True,4411523607742430422,"[ -18.62986257   14.30415942  356.29107882  -69.02345043    7.66477674
   -7.94675523  106.28317556 -495.32898259 -635.33633342]"
527,True,2205867329976418233,"[-349.22864083  208.91367906   54.76637561 -112.55464427 -289.67434466
  -34.14276776  225.10928855  -59.26205407  -81.72824533]"
528,True,8790919154621853440,"[-108.70224839   20.79586213    9.23691491  200.72580063 -230.06771323
 -107.02522459    2.50662367    0.           -9.23691491]"
529,True,938199017638408705,"[ 507.85332024   -6.89774783   68.38151332   16.88909804  -14.6183121
    1.87656645 -509.10739396   36.13437203 -701.59449404]"
530,True,693146167603038559,"[  -5.02812621    2.14770572    0.            0.          -18.9746218
    4.39887814 -322.08974969   17.90076894   77.02230218]"
531,True,4887327399795578118,"[ -16.83360217    0.            1.82338859 -303.07333672  -60.61466734
   69.17864431   62.24081389   76.70633727  -68.73606901]"
532,True,3382504276376429736,"[-115.17109985   -8.02662072   71.99804078 -190.13710325  -62.47821023
  143.79685175  195.30550306   32.47741031 -143.79685175]"
533,True,2465316447371811339,"[-25.90790646   0.           0.16938397  51.81581292 -17.20266738
   0.           0.         -31.22641545  46.48844193]"
534,True,8017870654194941680,"[-125.83643534   -4.96025692  216.54926076  -38.48120848   47.79032683
    0.           42.82394819    8.56478964 -216.54926076]"
535,True,6216997419471241890,"[ -97.59474674  -14.14604954  127.6888239   -43.86574862   28.70165388
    0.           70.73024768   18.2986774  -127.6888239 ]"
536,True,558536170172221480,"[  46.61320908  -17.83364112    7.2718861     4.90676148 -171.15479421
  -95.08599678  -65.44697489  171.15479421   87.81411068]"
537,True,5458404525686553900,"[-428.95108671    0.           64.08021244  886.90708173 -165.32835353
   98.5452313  -443.45354086   93.98861229 -162.62544375]"
538,True,5346688955807242686,"[-2.94756607  0.62012054  0.          1.47378303 23.38909733 -8.6802099
  1.47378303  0.         -9.9295155 ]"
539,True,1296117241818967973,"[ 94.77365954   0.          12.3761231    2.48611105 -22.77391165
   0.           0.          22.77391165  -7.18342098]"
540,True,3309716921173133978,"[ -49.55864994   -3.84922757  196.82680935  -49.55864994   27.06979847
   25.7962652    49.55864994   15.97423241 -222.62307455]"
541,True,4252567431092124125,"[-404.73546958   19.80550448  -44.28265291  409.20844802 -219.12226197
  -80.16052998 -625.70415406  225.23604788 -485.6428282 ]"
542,True,1099599326450104509,"[ -52.04438845  122.99250576   -5.78270983   52.04438845 -152.70079751
   11.33705033  -52.04438845   59.41658349   31.5779394 ]"
543,True,8787620618204729303,"[ -8.66174071   0.          11.31477718 -12.72070619  89.38057611
  48.04084575   8.66174071   1.92488482 -48.04084575]"
544,True,8658600038232669880,"[-859.82116012   86.16419523    3.92006863   52.27695024 -116.2847331
   79.81784592    0.           30.12053787  -79.81784592]"
545,True,5097301408068967743,"[-85.01073044   0.          11.10133678   4.26361517 -10.45750927
   0.         237.23278883 -66.81373657 -54.0298067 ]"
546,True,5438654247483313249,"[-345.0568262    -5.91653231   44.08898212 -103.82164504  -20.76432901
   94.53256809  265.66229469    0.          -33.56230269]"
547,True,3166949262212066163,"[ -20.54611596    0.            3.18390147   20.54611596  -10.75605103
    0.           20.54611596 -132.49316597  -15.16416686]"
548,True,1280213168901816921,"[-108.34310788   56.86743784   12.26175264  183.07560877  -90.38281855
   11.8550739   -55.57368696   33.51538071  -11.8550739 ]"
549,True,2677477138147299231,"[-83.04494146 -19.36226856  15.17832906   0.         -12.03652363
   3.74397541   8.29596933  12.03652363 -15.07711535]"
550,True,8695857626444981706,"[   53.97145082     2.63335454    54.15146144  -142.06097896
   -31.25178466  1788.399966     147.99332833    31.25178466
 -1815.47569672]"
551,True,1343878603182690227,"[ -60.20465843   32.67725904    0.         -118.21291623  -54.14307522
   43.78376376  129.42790763   25.2029638   -43.78376376]"
552,True,4965344673511061126,"[-503.17274353  833.87659212  -39.0154631   602.26008477 -870.9281092
   30.19711682    5.621201      0.           -5.88291494]"
553,True,3351950850764026809,"[-1.67584540e+01  5.76600217e+00  0.00000000e+00  0.00000000e+00
 -1.39128353e+02  1.01101594e+04 -7.72140656e+01  2.01642182e+02
 -1.01224629e+04]"
554,True,8018308129911433177,"[-298.71097806  377.91553665  235.80415256  316.86682214 -939.71739947
 -235.80415256  -18.24620745 -428.0967161  -196.53678769]"
555,True,1179609899997448833,"[ -27.89134008  226.64401228   16.1521334    27.89134008 -401.09074491
   -2.77343958    0.         -323.0636932   -78.00985963]"
556,True,119838064953404066,"[  434.11181745    -8.69778872  1182.50767044   267.85393879
   158.31174007   150.68255322 -1278.1585786   -149.61395135
 -1398.90815396]"
557,True,6950335176072579112,"[-230.90971319  -21.14324776   19.9183847  -217.45626814   24.17063146
  -18.43819523    0.            1.36057896   -7.40884482]"
558,True,4635528635165939280,"[-39.05225913  -5.22130398   7.6961427    0.         -14.99316387
   7.6961427    4.42089717   0.          -7.6961427 ]"
